"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT08"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-06-08","6.93",,"0.25","0.0","0.0",,"64","52","  200","  200","14.1","19.0","    1",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-06-09","7.61",,"0.09","0.0","0.0",,"63","49","  210","  210","16.1","21.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-06-10","10.07",,"0.06","0.0","0.0",,"62","48","  240","  240","25.9","33.1","    1",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-06-11","4.70",,"0.00","0.0","0.0",,"68","48","   10","  210","10.1","14.1",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-06-12","5.59",,"0.00","0.0","0.0",,"69","48","  290","   10","15.0","18.1",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-06-13","10.51",,"0.02","0.0","0.0",,"67","53","  210","  210","21.9","29.1","    1",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-06-14","6.93",,"0.00","0.0","0.0",,"68","53","   30","  180","13.0","15.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-06-15","8.05",,"0.00","0.0","0.0",,"73","53","  360","  360","17.0","23.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-06-16","8.72",,"0.00","0.0","0.0",,"78","54","   20","   10","16.1","21.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-06-17","7.83",,"0.00","0.0","0.0",,"88","58","  360","   10","21.9","25.9",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-06-18","7.61",,"0.00","0.0","0.0",,"87","60","  220","  250","14.1","17.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-06-19","5.37",,"0.00","0.0","0.0",,"85","57","  210","  210","10.1","16.1",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-06-20","5.37",,"0.00","0.0","0.0",,"88","59","  200","  200","15.0","21.9",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-06-21","8.72",,"0.00","0.0","0.0",,"69","58","  230","  220","14.1","18.1",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-06-22","7.16",,"0.00","0.0","0.0",,"69","57","  220","  210","15.0","18.1","    1",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-06-23","6.26",,"0.07","0.0","0.0",,"72","56","  300","  320","12.1","15.0","    1",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-06-24","9.40",,"0.13","0.0","0.0",,"79","54","   10","   20","23.0","29.1","    1",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-06-25","10.51",,"0.00","0.0","0.0",,"71","55","  220","  230","21.0","25.9","    1",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-06-26","6.93",,"0.00","0.0","0.0",,"73","53","  330","  340","14.1","18.1",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-06-27","6.26",,"0.00","0.0","0.0",,"67","54","   40","   30","15.0","18.1",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-06-28","5.82",,"0.00","0.0","0.0",,"69","53","  240","  240","12.1","16.1",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-06-29","6.26",,"0.00","0.0","0.0",,"72","55","  200","  210","13.0","16.1",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-06-30","10.51",,"0.00","0.0","0.0",,"66","56","  210","  190","17.0","28.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-01","10.51",,"0.04","0.0","0.0",,"71","56","   30","   40","18.1","21.0","    1",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-02","5.82",,"0.00","0.0","0.0",,"70","53","  190","  170","12.1","16.1",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-03","8.50",,"0.00","0.0","0.0",,"76","50","   10","   10","17.0","21.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-04","12.30",,"0.00","0.0","0.0",,"83","57","   10","   20","21.0","23.9",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-05","6.26",,"0.00","0.0","0.0",,"85","59","  250","  240","15.0","21.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-06","9.40",,"0.00","0.0","0.0",,"78","60","  240","  260","19.9","23.9",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-07","8.28",,"0.01","0.0","0.0",,"74","58","  200","  200","16.1","19.9","    1",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-08","7.83",,"0.00","0.0","0.0",,"81","58","  360","  360","15.0","18.1",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-09","8.50",,"0.00","0.0","0.0",,"72","57","  190","  210","15.0","19.9",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-10","6.71",,"0.00","0.0","0.0",,"78","58","  350","  350","15.0","19.9","    1",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-11","9.62",,"0.00","0.0","0.0",,"82","59","  350","   20","16.1","21.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-12","8.05",,"0.00","0.0","0.0",,"89","59","   40","   30","16.1","19.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-13","6.71",,"0.00","0.0","0.0",,"85","61","  340","  330","15.0","19.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-14","7.16",,"0.00","0.0","0.0",,"87","58","  340","  360","15.0","19.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-15","8.05",,"0.00","0.0","0.0",,"93","63","  340","  330","15.0","21.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-16","6.93",,"0.00","0.0","0.0",,"92","63","   10","   10","16.1","21.9",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-17","9.40",,"0.00","0.0","0.0",,"85","60","  240","  230","15.0","21.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-18","6.49",,"0.00","0.0","0.0",,"77","58","  230","  160","12.1","15.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-19","6.71",,"0.00","0.0","0.0",,"70","54","  220","  210","14.1","18.1",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-20","7.16",,"0.00","0.0","0.0",,"74","55","   20","  240","14.1","19.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-21","7.83",,"0.00","0.0","0.0",,"79","56","  360","   30","14.1","19.9",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-22","8.95",,"0.00","0.0","0.0",,"86","61","   20","  310","14.1","19.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-23","6.93",,"0.00","0.0","0.0",,"90","63","   20","  320","13.0","18.1",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-24","6.49",,"0.00","0.0","0.0",,"91","59","   30","  350","13.0","16.1",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-25","5.37",,"0.00","0.0","0.0",,"92","62","   10","   10","14.1","18.1",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-26","4.92",,"0.00","0.0","0.0",,"92","60","  260","  270","10.1","14.1",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-27","6.71",,"0.00","0.0","0.0",,"88","57","  200","  190","13.0","15.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-28","5.37",,"0.00","0.0","0.0",,"85","58","  220","  210","13.0","15.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-29","5.82",,"0.00","0.0","0.0",,"94","60","  340","  360","15.0","19.9",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-30","6.71",,"0.00","0.0","0.0",,"89","62","  190","  210","12.1","15.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-07-31","8.72",,"0.00","0.0","0.0",,"80","60","  200","  260","13.0","17.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-01","7.61",,"0.00","0.0","0.0",,"75","59","  180","  210","12.1","17.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-02","9.17",,"0.02","0.0","0.0",,"70","58","  250","  240","14.1","19.0","    1",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-03","7.38",,"0.01","0.0","0.0",,"76","59","   20","  290","13.0","18.1","    1",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-04","7.61",,"0.00","0.0","0.0",,"81","58","  330","   10","13.0","18.1",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-05","5.37",,"0.00","0.0","0.0",,"86","59","  290","  290","12.1","15.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-06","6.26",,"0.00","0.0","0.0",,"89","59","   30","  350","14.1","17.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-07","7.16",,"0.00","0.0","0.0",,"92","60","  350","  350","18.1","21.9",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-08","4.92",,"0.00","0.0","0.0",,"94","62","  190","  250","13.0","17.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-09","6.71",,"0.00","0.0","0.0",,"93","60","   10","  280","13.0","17.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-10","9.62",,"0.00","0.0","0.0",,"82","62","  200","  200","17.0","23.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-11","10.96",,"0.05","0.0","0.0",,"72","62","  220","  200","17.0","21.9","    1",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-12","7.16",,"0.00","0.0","0.0",,"73","59","   20","   10","16.1","18.1",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-13","8.95",,"0.00","0.0","0.0",,"79","59","   30","   30","15.0","18.1",,,"    1"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-14","6.49",,"0.00","0.0","0.0",,"85","62","   20","  300","13.0","19.0",,,"    1"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-15","4.47",,"0.00","0.0","0.0",,"86","61","  290","  230","10.1","25.1",,,"    1"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-16","6.26",,"0.00","0.0","0.0",,"73","58","  200","  230","13.0","18.1","    1","    1","    1"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-17","5.82",,"0.00","0.0","0.0",,"74","54","  190","  190","12.1","17.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-18","5.82",,"0.00","0.0","0.0",,"81","55","  360","  340","17.0","19.9",,,"    1"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-19","5.59",,"0.00","0.0","0.0",,"80","58","  360","  310","15.0","19.0",,,"    1"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-20","5.37",,"0.00","0.0","0.0",,"81","57","  360","   10","16.1","21.0","    1",,"    1"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-21","8.05",,"0.00","0.0","0.0",,"91","65","  330","  300","15.0","21.9",,,"    1"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-22","5.59",,"0.00","0.0","0.0",,"89","59","  210","  110","14.1","19.9",,,"    1"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-23","9.84",,"0.01","0.0","0.0",,"73","57","  220","  220","16.1","28.0","    1",,"    1"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-24","7.61",,"0.00","0.0","0.0",,"69","56","  200","  260","13.0","19.0",,,"    1"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-25","4.92",,"0.00","0.0","0.0",,"64","53","  220","  210","10.1","16.1","    1",,"    1"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-26","7.16",,"0.11","0.0","0.0",,"65","57","  220","  220","17.0","23.0","    1",,"    1"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-27","5.82",,"0.00","0.0","0.0",,"76","56","   20","   20","17.0","19.9","    1",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-28","4.92",,"0.00","0.0","0.0",,"84","55","  290","  300","12.1","18.1",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-29","6.49",,"0.00","0.0","0.0",,"77","57","  220","  220","17.0","23.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-30","6.26",,"0.00","0.0","0.0",,"73","60","  210","  220","13.0","19.9",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-08-31","7.61",,"0.00","0.0","0.0",,"69","58","  220","  230","15.0","21.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-09-01","6.71",,"0.00","0.0","0.0",,"73","57","   30","   30","13.0","15.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-09-02","6.93",,"0.00","0.0","0.0",,"76","52","   30","   40","17.0","19.9",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-09-03","7.16",,"0.00","0.0","0.0",,"74","58","   10","   80","13.0","16.1",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-09-04","7.83",,"0.00","0.0","0.0",,"77","55","   10","  360","14.1","18.1",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-09-05","7.61",,"0.00","0.0","0.0",,"82","57","   10","   20","15.0","19.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-09-06","4.92"," 2130","0.00",,,,"85","56","  210","  200","15.0","18.1",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-09-07","6.71",,"0.05","0.0","0.0","65","75","56","  130","  220","14.1","17.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-09-08","8.50",,"0.04","0.0","0.0","62","71","58","  200","  170","14.1","19.0","    1",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-09-09","9.17",,"0.13","0.0","0.0","65","75","57","  220","  230","18.1","25.1","    1",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-09-10","10.74",,"0.00","0.0","0.0","63","68","58","  210","  190","19.9","23.9","    1",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-09-11","9.17",,"0.00","0.0","0.0","61","67","56","  210","  210","17.0","21.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-09-12","7.16",,"0.01","0.0","0.0","59","67","55","  200","   40","13.0","17.0","    1",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-09-13","6.49",,"0.00","0.0","0.0","60","70","55","  210","  210","16.1","19.0","    1",,"    1"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-09-14","6.71",,"0.42","0.0","0.0","60","67","55","  160","  210","15.0","19.0","    1",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-09-15","7.16",,"0.01","0.0","0.0","58","63","53","  200","  180","14.1","18.1",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-09-16","10.51",,"0.17","0.0","0.0","58","65","51","  180","  210","19.9","23.9","    1",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-09-17","7.38",,"0.00","0.0","0.0","57","65","51","   10","   20","15.0","19.9",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-09-18","6.26",,"0.00","0.0","0.0","56","67","48","   30","  260","14.1","18.1",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-09-19","5.59",,"0.03",,"0.0","58","68","48","  210","  230","12.1","15.0",,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-09-20","5.59",,"0.05","0.0","0.0","58","66","53","  220","  210","13.0","17.0","    1",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2018-09-21",,,"0.02","0.0","0.0","63","72","59",,,,,,,
